,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys,radioButton-good-practices,organization_name,project_name,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean,sum,haku_id,osa_alue_id,osa_alue_nimi
40Taivalkosken kuntaUudistuva varhaiskasvatus -täydennyskoulutus-ja kehittämishanke,2020.0,0.0,0.0,0.0,1903.0,1887.0,0.0,0.0,0.0,0.0,0.0,5810.0,0.0,0.0,0.0,0.0,0.0,0.0,-5810.0,93.48086811502031,,Taivalkosken kunta,Uudistuva varhaiskasvatus -täydennyskoulutus-ja kehittämishanke,2.0,,,,,,,,,,,,,,-0.7,0.8,0.4745485347586621,0.2383333333333333,0.0,40,1,01 Varhaiskasvatus
40Toholammin kuntaDigiloikka Lampinraitilla,1693.0,105.0,0.0,4912.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6728.0,0.0,0.0,0.0,0.0,0.0,0.0,-6728.0,97.23785752801432,,Toholammin kunta,Digiloikka Lampinraitilla,3.0,,,,,,,,,,,,,,0.1,0.9,0.2868983288810932,0.6666666666666666,0.0,40,1,01 Varhaiskasvatus
40Sotkamon kunta / Sivistyspalvelut /VarhaiskasvatusKohti erinomaista pedagogista johtajuutta,10692.0,87.0,998.0,3039.0,4214.0,516.0,0.0,0.0,0.0,0.0,0.0,19546.0,0.0,0.0,0.0,0.0,0.0,0.0,-19546.0,79.21307196911245,,Sotkamon kunta / Sivistyspalvelut /Varhaiskasvatus,Kohti erinomaista pedagogista johtajuutta,3.0,,,,,,,,,,,,,,-0.2,0.8,0.3273868638481384,0.22916666666666666,0.0,40,1,01 Varhaiskasvatus
40Tammelan kuntaYhdessä OSALLISIKSI! Fokuksessa osallistavan toimintakulttuurin edistäminen paikallisessa varhaiskasvatussuunnitelmaprosessissa sekä pedagogian johtamisen tukeminen,34869.0,5728.0,0.0,16607.0,1304.0,2882.0,0.0,0.0,0.0,0.0,0.0,61390.0,0.0,0.0,0.0,0.0,0.0,0.0,-61390.0,78.89992718156022,,Tammelan kunta,Yhdessä OSALLISIKSI! Fokuksessa osallistavan toimintakulttuurin edistäminen paikallisessa varhaiskasvatussuunnitelmaprosessissa sekä pedagogian johtamisen tukeminen,3.0,,,,,,,,,,,,,,-0.1,0.7,0.2603281198357223,0.19696969696969693,0.0,40,1,01 Varhaiskasvatus
"40Vaasan kaupunki, varhaiskasvatuksen tulosalueVarhaiskasvatuksen pedagogisen työn kehittäminen/ utvecklingsw av det pedagogiska arbetet inom småbarnspedagogiken",39913.0,517.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,-40550.0,89.50240751483156,,"Vaasan kaupunki, varhaiskasvatuksen tulosalue",Varhaiskasvatuksen pedagogisen työn kehittäminen/ utvecklingsw av det pedagogiska arbetet inom småbarnspedagogiken,3.0,,,,,,,,,,,,,,0.0,0.7,0.23750960155938214,0.15252525252525256,0.0,40,1,01 Varhaiskasvatus
40Helsingin kaupunkiOivalluksia varhaiskasvatukseen!,295723.0,9306.0,12552.0,11847.0,4708.0,3262.0,0.0,0.0,0.0,0.0,0.0,337398.0,0.0,0.0,0.0,0.0,0.0,0.0,-337398.0,55.85482705831621,,Helsingin kaupunki,Oivalluksia varhaiskasvatukseen!,3.0,,,,,,,,,,,,,,0.0,0.9,0.2395458942064803,0.2968253968253969,0.0,40,1,01 Varhaiskasvatus
41 Sibbo kommun/ Leppätien kouluParemmaksi yhdessä- yhtenäinen kielikylpypolku Sipoossa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,ei, Sibbo kommun/ Leppätien koulu,Paremmaksi yhdessä- yhtenäinen kielikylpypolku Sipoossa,,,,,,,,,,,,1.0,,,0.0,0.0,,0.0,1.0,41,2,02 Esi- ja perusopetus
41Paraisten kaupunkiKaksikielisyys näkyväksi koulujen yhteistyössä,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,kyllae,Paraisten kaupunki,Kaksikielisyys näkyväksi koulujen yhteistyössä,,,,,,,,,,,,3.0,,,-0.2,0.5,,0.1,3.0,41,2,02 Esi- ja perusopetus
"41Tampereen kaupunkiKieliä kehiin pienestä pitäen! Kielirikasteisen ja laajamittaisen, kaksikielisen opetuksen kehittämishanke.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,ei,Tampereen kaupunki,"Kieliä kehiin pienestä pitäen! Kielirikasteisen ja laajamittaisen, kaksikielisen opetuksen kehittämishanke.",,,,,,1.0,,,,,,1.0,,2.0,-0.3,0.4,0.22899596696911906,0.11666666666666667,4.0,41,2,02 Esi- ja perusopetus
41Turun normaalikouluCLIL liitoon!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,kyllae,Turun normaalikoulu,CLIL liitoon!,,,,,,1.0,,,,,,2.0,,2.0,-0.1,0.7,0.2876444844270541,0.245,5.0,41,2,02 Esi- ja perusopetus
"42Espoon kaupunki, Espoonlahden lukioPakolaisuus eurooppalaisena ilmiönä - turvapaikanhakijoiden ja suomalaisnuorten aidot kohtaamiset sekä suomalaisnuorten käsityksiä maahanmuutosta",4702.0,0.0,0.0,779.0,15760.0,230.0,0.0,0.0,0.0,0.0,0.0,21471.0,0.0,11149.0,0.0,5000.0,5322.0,21471.0,0.0,47.24161864788364,ei,"Espoon kaupunki, Espoonlahden lukio",Pakolaisuus eurooppalaisena ilmiönä - turvapaikanhakijoiden ja suomalaisnuorten aidot kohtaamiset sekä suomalaisnuorten käsityksiä maahanmuutosta,,,,,,1.0,,,,,,,,1.0,0.1,0.2,,0.15000000000000002,2.0,42,2,02 Esi- ja perusopetus
"42Turun yliopisto, Kasvatustieteiden tiedekunta, Turun normaalikouluIlmiö 2017 – suomalais-virolaista tiimioppimista",5485.0,951.0,600.0,9186.0,1573.0,1730.0,0.0,0.0,0.0,0.0,0.0,19525.0,0.0,2524.0,0.0,7000.0,0.0,9524.0,-10001.0,47.07849987494952,ei,"Turun yliopisto, Kasvatustieteiden tiedekunta, Turun normaalikoulu",Ilmiö 2017 – suomalais-virolaista tiimioppimista,,,,,,1.0,,,,,,1.0,,,-0.1,0.8,0.2114620050874247,0.22375,2.0,42,2,02 Esi- ja perusopetus
42Raseborg stadSuomi 100 v - Maisemakuvia Suomesta / Finland 100 år - Panoramabilder från Finland,3833.0,0.0,0.0,0.0,2689.0,346.0,0.0,0.0,0.0,0.0,0.0,6868.0,0.0,1868.0,0.0,0.0,0.0,1868.0,-5000.0,47.043444462363226,ei,Raseborg stad,Suomi 100 v - Maisemakuvia Suomesta / Finland 100 år - Panoramabilder från Finland,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,1.0,42,2,02 Esi- ja perusopetus
42Savitaipaleen kuntaKarjalan Kannas- uutta ja vanhaa oppimassa,5409.0,0.0,0.0,559.0,5114.0,7.0,0.0,0.0,0.0,0.0,0.0,11089.0,0.0,6089.0,0.0,0.0,0.0,6089.0,-5000.0,47.1942980061356,ei,Savitaipaleen kunta,Karjalan Kannas- uutta ja vanhaa oppimassa,,,,,,,,,,,,1.0,,,0.0,0.6,0.26726124191242434,0.21428571428571427,1.0,42,2,02 Esi- ja perusopetus
42Alajärven kaupunkiSilta Japaniin - toinen vaihe,24124.0,1036.0,0.0,36.0,1241.0,153.0,0.0,0.0,0.0,0.0,0.0,26590.0,0.0,6591.0,0.0,0.0,0.0,6591.0,-19999.0,47.1559009837876,ei,Alajärven kaupunki,Silta Japaniin - toinen vaihe,,,,,,,,,,,,1.0,,,-0.2,0.6,0.3723797345005052,0.16666666666666666,1.0,42,2,02 Esi- ja perusopetus
42Svenska samskolan i TammerforsReligionens roll i det spanska samhället idag och i historien,3026.0,0.0,0.0,5220.0,6613.0,224.0,0.0,0.0,0.0,0.0,0.0,15083.0,0.0,3633.0,0.0,7250.0,4200.0,15083.0,0.0,47.13609720406088,ei,Svenska samskolan i Tammerfors,Religionens roll i det spanska samhället idag och i historien,,,,,,,,,,,,,,2.0,-0.1,0.0,,-0.05,2.0,42,2,02 Esi- ja perusopetus
"42Hangö stad, Hangö gymnasiumVårt germanska Europa",100.0,0.0,0.0,79.0,11467.0,568.0,0.0,0.0,0.0,0.0,0.0,12214.0,0.0,968.0,3000.0,1500.0,6746.0,12214.0,0.0,47.05549956315428,ei,"Hangö stad, Hangö gymnasium",Vårt germanska Europa,,,,,,1.0,,,,,,1.0,,2.0,0.0,0.2,,0.07500000000000001,4.0,42,2,02 Esi- ja perusopetus
"42Hyvinkään kaupunki, Opetustoimi, Härkävehmaan kouluMaailmankansalaisen koulu",0.0,0.0,340.0,425.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,1389.0,0.0,552.0,0.0,0.0,0.0,552.0,-837.0,80.37885781815271,ei,"Hyvinkään kaupunki, Opetustoimi, Härkävehmaan koulu",Maailmankansalaisen koulu,,,,,,,,,,,,,,3.0,0.0,0.0,,0.0,3.0,42,2,02 Esi- ja perusopetus
42Kajaanin kaupungin koulutusliikelaitosOsaajaksi kulttuurikasvatuksen avulla - aktiivinen lukiolainen luovana esimerkkinä ,1200.0,2035.0,0.0,1426.0,3500.0,50.0,0.0,0.0,0.0,0.0,0.0,8211.0,0.0,1000.0,0.0,0.0,2400.0,3400.0,-4811.0,47.03826835508508,ei,Kajaanin kaupungin koulutusliikelaitos,Osaajaksi kulttuurikasvatuksen avulla - aktiivinen lukiolainen luovana esimerkkinä ,,,,,,,,,,,,1.0,,,0.8,0.8,,0.8,1.0,42,2,02 Esi- ja perusopetus
42Keravan kaupunki Keravan ja Tuusulan koulut kansainvälistyvät ,4320.0,0.0,0.0,3349.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7672.0,0.0,2672.0,0.0,0.0,0.0,2672.0,-5000.0,46.98784239981278,ei,Keravan kaupunki ,Keravan ja Tuusulan koulut kansainvälistyvät ,,,,,,2.0,,,,,,,,,0.0,0.0,,0.0,2.0,42,2,02 Esi- ja perusopetus
42Pihtiputaan lukioFuture Leaders Learning Outdoor,0.0,0.0,0.0,0.0,5620.0,0.0,0.0,0.0,0.0,0.0,0.0,5620.0,0.0,0.0,0.0,0.0,0.0,0.0,-5620.0,78.35778487357885,ei,Pihtiputaan lukio,Future Leaders Learning Outdoor,,,,,,,,,,,,1.0,,,0.1,0.4,0.21213203435596428,0.25,1.0,42,2,02 Esi- ja perusopetus
"42Kouluyhdistys Pestalozzi Schulverein Skolföreningen rySaksan kieli, kansainvälisyys ja uudet opetussuunnitelmat käytännössä",4340.0,0.0,0.0,0.0,577.0,1548.0,0.0,0.0,0.0,0.0,0.0,6465.0,0.0,0.0,0.0,0.0,0.0,0.0,-6465.0,96.64655571042499,ei,Kouluyhdistys Pestalozzi Schulverein Skolföreningen ry,"Saksan kieli, kansainvälisyys ja uudet opetussuunnitelmat käytännössä",,,,,,1.0,,,,,,,,,0.0,0.2,0.11547005383792518,0.06666666666666668,1.0,42,2,02 Esi- ja perusopetus
42Lempäälän kuntaKiKuLi - Kieli ja kulttuuri liikkeelle,854.0,2329.0,0.0,2277.0,2089.0,0.0,0.0,0.0,0.0,0.0,0.0,7549.0,0.0,1500.0,0.0,0.0,0.0,1500.0,-6049.0,47.02809084428043,ei,Lempäälän kunta,KiKuLi - Kieli ja kulttuuri liikkeelle,,,,,,2.0,,,,,,5.0,,,-0.3,0.9,0.3240109643550158,0.07857142857142856,7.0,42,2,02 Esi- ja perusopetus
42Lukioliikelaitos Tavastia/Koulutuskuntayhtymä TavastiaVesi ja luonto,2681.0,0.0,0.0,876.0,12044.0,234.0,0.0,0.0,0.0,0.0,0.0,15835.0,0.0,3205.0,0.0,6000.0,6630.0,15835.0,0.0,47.13612232657964,ei,Lukioliikelaitos Tavastia/Koulutuskuntayhtymä Tavastia,Vesi ja luonto,,,,,,4.0,,,,,,,,1.0,-0.1,0.0,,-0.02,5.0,42,2,02 Esi- ja perusopetus
42Oulun kaupungin sivistys- ja kultturipalvelutKoulun kansainvälistymisen tukeminen yrittäjyyskasvatuksella,2411.0,803.0,0.0,2793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6007.0,0.0,1133.0,0.0,0.0,0.0,1133.0,-4874.0,46.96529191125084,ei,Oulun kaupungin sivistys- ja kultturipalvelut,Koulun kansainvälistymisen tukeminen yrittäjyyskasvatuksella,,,,,,,,,,,,,,4.0,0.0,0.1,,0.05,4.0,42,2,02 Esi- ja perusopetus
42Vaasan kaupunki / Vaasan lyseon lukioLet´s get global -hanke,3148.0,0.0,0.0,124.0,5310.0,47.0,0.0,0.0,0.0,0.0,0.0,8629.0,0.0,3629.0,0.0,0.0,0.0,3629.0,-5000.0,47.14581252730682,ei,Vaasan kaupunki / Vaasan lyseon lukio,Let´s get global -hanke,,,,,,,,,,,,4.0,,2.0,0.0,0.9,0.18280155982802404,0.2708333333333333,6.0,42,2,02 Esi- ja perusopetus
42Ylitornion Yhteiskoulun KannatusosakeyhtiöiConnectED,4200.0,113.0,0.0,400.0,3189.0,438.0,0.0,0.0,0.0,0.0,0.0,8340.0,0.0,0.0,0.0,0.0,0.0,0.0,-8340.0,89.97485153704737,ei,Ylitornion Yhteiskoulun Kannatusosakeyhtiö,iConnectED,,,,,,1.0,,,,,,,,4.0,0.0,0.2,,0.06000000000000001,5.0,42,2,02 Esi- ja perusopetus
42Mänttä-Vilppulan sivistystoimiKulttuurikasvatussalkku,1756.0,237.0,32.0,220.0,5075.0,618.0,0.0,0.0,0.0,0.0,0.0,7938.0,0.0,1938.0,0.0,0.0,0.0,1938.0,-6000.0,47.10794615426591,ei,Mänttä-Vilppulan sivistystoimi,Kulttuurikasvatussalkku,,,,,,1.0,,,,,,,,3.0,0.0,0.0,,0.0,4.0,42,2,02 Esi- ja perusopetus
42Sodankylän kunta/sivistystoimiMeiltä maailmalle,2601.0,1651.0,0.0,704.0,4981.0,69.0,0.0,0.0,0.0,0.0,0.0,10006.0,0.0,2000.0,0.0,0.0,0.0,2000.0,-8006.0,47.115991651424295,ei,Sodankylän kunta/sivistystoimi,Meiltä maailmalle,,,,,,1.0,,,,,,,,2.0,0.0,0.6,0.4242640687119285,0.1,3.0,42,2,02 Esi- ja perusopetus
"42Espoon kaupunki, Latokasken kouluSuvaitsevaisuuden ja eri kulttuurien ymmärtämisen kehittäminen kotikansainvälisyyskasvatuksen kautta",120.0,411.0,0.0,266.0,1540.0,167.0,0.0,0.0,0.0,0.0,0.0,2504.0,0.0,0.0,0.0,0.0,0.0,0.0,-2504.0,92.31022421143207,ei,"Espoon kaupunki, Latokasken koulu",Suvaitsevaisuuden ja eri kulttuurien ymmärtämisen kehittäminen kotikansainvälisyyskasvatuksen kautta,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,42,2,02 Esi- ja perusopetus
42Toholammin kuntaItänaapuri tutummaksi,1766.0,0.0,0.0,3894.0,5373.0,0.0,0.0,0.0,0.0,0.0,0.0,11033.0,0.0,0.0,0.0,0.0,4925.0,4925.0,-6108.0,46.991980550365454,ei,Toholammin kunta,Itänaapuri tutummaksi,,,,,,,,,,,,1.0,,,-0.4,0.1,0.3535533905932738,-0.15000000000000002,1.0,42,2,02 Esi- ja perusopetus
42Turun kaupunkiAktiivinen maailmankansalainen,2838.0,773.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3823.0,0.0,750.0,0.0,0.0,0.0,750.0,-3073.0,55.814679897524,ei,Turun kaupunki,Aktiivinen maailmankansalainen,,,,,,,,,,,,1.0,,,0.0,0.2,0.14142135623730953,0.1,1.0,42,2,02 Esi- ja perusopetus
42Turun kaupunki / Vasaramäen kouluLife Skills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,ei,Turun kaupunki / Vasaramäen koulu,Life Skills,,,,,,2.0,,,,,,1.0,,,0.0,0.3,0.17320508075688773,0.03333333333333333,3.0,42,2,02 Esi- ja perusopetus
42Turun kaupunki / sivistystoimalaEnjoy Agricola! - Reformaatiokurssi Turun lukiolaisille,4258.0,0.0,0.0,0.0,3834.0,0.0,0.0,0.0,0.0,0.0,0.0,8092.0,0.0,1692.0,0.0,0.0,2400.0,4092.0,-4000.0,47.04801939344527,ei,Turun kaupunki / sivistystoimala,Enjoy Agricola! - Reformaatiokurssi Turun lukiolaisille,,,,,,,,,,,,,,1.0,0.2,0.2,,0.2,1.0,42,2,02 Esi- ja perusopetus
"42Vantaan kaupunki, Vaskivuoren lukioYanzu - kiinan kieltä lukioissa",21020.0,1195.0,0.0,150.0,0.0,6749.0,0.0,0.0,0.0,0.0,0.0,29114.0,0.0,20895.0,0.0,0.0,0.0,20895.0,-8219.0,46.884644893107826,ei,"Vantaan kaupunki, Vaskivuoren lukio",Yanzu - kiinan kieltä lukioissa,,,,,,1.0,,,,,,,,1.0,-0.1,0.0,,-0.05,2.0,42,2,02 Esi- ja perusopetus
42Jyväskylän koulutuskuntayhtymä/lukiokoulutusvaltakunnallinen CERN-tiedeopetusverkosto,12336.0,0.0,0.0,20220.0,3494.0,21700.0,0.0,0.0,0.0,0.0,0.0,57750.0,0.0,48063.0,0.0,0.0,4500.0,52563.0,-5187.0,42.93064859946372,ei,Jyväskylän koulutuskuntayhtymä/lukiokoulutus,valtakunnallinen CERN-tiedeopetusverkosto,,,,,,,,,1.0,,,,,1.0,0.0,0.0,,0.0,2.0,42,2,02 Esi- ja perusopetus
42Iisalmen kaupunkiRakennamme ystävyyttä,935.0,0.0,0.0,253.0,4758.0,1327.0,0.0,0.0,0.0,0.0,0.0,7273.0,0.0,0.0,0.0,0.0,0.0,0.0,-7273.0,78.80260904544048,ei,Iisalmen kaupunki,Rakennamme ystävyyttä,,,,,,4.0,,,,,,,,6.0,0.0,0.3,,0.09,10.0,42,2,02 Esi- ja perusopetus
42Helsingin Rudolf Steiner -koulun kannatusyhdistys ryKulturen kreuzen - Euroopan pakolaisvirta lukiolaisten silmin,1451.0,0.0,0.0,0.0,4059.0,0.0,0.0,0.0,0.0,0.0,0.0,5510.0,0.0,0.0,0.0,0.0,0.0,0.0,-5510.0,83.2296207903303,ei,Helsingin Rudolf Steiner -koulun kannatusyhdistys ry,Kulturen kreuzen - Euroopan pakolaisvirta lukiolaisten silmin,,,,,,1.0,,,,,,,,,-0.8,0.9,0.8185352771872451,0.25,1.0,42,2,02 Esi- ja perusopetus
42Gymnasiet Grankulla stadSharing knowledge - developing skills,5280.0,756.0,0.0,4263.0,30312.0,0.0,0.0,0.0,0.0,0.0,0.0,40611.0,40611.0,9717.0,5000.0,4464.0,21430.0,81222.0,40611.0,46.20631283979948,ei,Gymnasiet Grankulla stad,Sharing knowledge - developing skills,,,,,,1.0,,,,,,,,2.0,-0.1,0.0,,-0.03333333333333333,3.0,42,2,02 Esi- ja perusopetus
42Kaustisen musiikkilukioKaustinen-Johannesburg -soittosilta,987.0,188.0,71.0,3370.0,622.0,50.0,0.0,0.0,0.0,0.0,0.0,5288.0,0.0,0.0,0.0,0.0,0.0,0.0,-5288.0,97.27297383141963,ei,Kaustisen musiikkilukio,Kaustinen-Johannesburg -soittosilta,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,42,2,02 Esi- ja perusopetus
42Kuopion kaupunkiKansainvälistyminen osana uuden opetussuunnitelman pedagogiikkaa - Kiina-yhteistyön syventäminen,2830.0,213.0,0.0,1203.0,5781.0,0.0,0.0,0.0,0.0,0.0,0.0,10027.0,0.0,25803.0,0.0,0.0,0.0,25803.0,15776.0,46.82535814736939,ei,Kuopion kaupunki,Kansainvälistyminen osana uuden opetussuunnitelman pedagogiikkaa - Kiina-yhteistyön syventäminen,,,,,,,,,,,,1.0,,,0.3,0.3,,0.3,1.0,42,2,02 Esi- ja perusopetus
"42Espoon kaupunki, Innokas-verkostoGlobal Innokas",6739.0,500.0,0.0,492.0,3938.0,333.0,0.0,0.0,0.0,0.0,0.0,12002.0,0.0,0.0,0.0,0.0,0.0,0.0,-12002.0,80.25537282092398,kyllae,"Espoon kaupunki, Innokas-verkosto",Global Innokas,,,,,,,,,,,,1.0,,1.0,0.0,0.2,,0.1,2.0,42,2,02 Esi- ja perusopetus
42Kvarnen samkommunMin berättelse - ett projekt för tolerans och medmänsklighet,6000.0,500.0,800.0,500.0,20000.0,500.0,0.0,0.0,0.0,0.0,0.0,28300.0,0.0,0.0,0.0,5000.0,10000.0,15000.0,-13300.0,46.929873907362655,ei,Kvarnen samkommun,Min berättelse - ett projekt för tolerans och medmänsklighet,,,,,,,,,,,,1.0,,,0.2,0.2,,0.2,1.0,42,2,02 Esi- ja perusopetus
42Enontekiön kuntaTuntureiden lapset maailmalla ,1248.0,82.0,0.0,663.0,6431.0,4411.0,0.0,0.0,0.0,0.0,0.0,12835.0,0.0,0.0,0.0,0.0,0.0,0.0,-12835.0,78.12144660280119,ei,Enontekiön kunta,Tuntureiden lapset maailmalla ,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,1.0,42,2,02 Esi- ja perusopetus
42Nurmijärven kuntaIppo - Japania lukiossa ja peruskoulussa,14562.0,869.0,0.0,72.0,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,17069.0,0.0,1780.0,0.0,0.0,0.0,1780.0,-15289.0,47.03833470875696,ei,Nurmijärven kunta,Ippo - Japania lukiossa ja peruskoulussa,,,,,,1.0,,,,,,1.0,,1.0,-0.2,0.3,0.14832396974191325,0.0,3.0,42,2,02 Esi- ja perusopetus
42Oulun Suomalaisen Yhteiskoulun lukioKansallisia rajoja ylittävä yhteistoiminnallinen oppiminen,4150.0,140.0,0.0,0.0,3680.0,0.0,0.0,0.0,0.0,0.0,0.0,7970.0,8000.0,2000.0,0.0,0.0,0.0,10000.0,2030.0,47.106854806895825,ei,Oulun Suomalaisen Yhteiskoulun lukio,Kansallisia rajoja ylittävä yhteistoiminnallinen oppiminen,,,,,,,,,,,,1.0,,,0.1,0.1,,0.1,1.0,42,2,02 Esi- ja perusopetus
"42Asikkalan kunta, Vääksyn YhteiskouluKirjallisuutta yli ajan ja rajan",470.0,638.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,1518.0,0.0,0.0,0.0,0.0,0.0,0.0,-1518.0,84.77208305010386,ei,"Asikkalan kunta, Vääksyn Yhteiskoulu",Kirjallisuutta yli ajan ja rajan,,,,,,,,,,,,1.0,,,-0.7,0.2,0.6363961030678927,-0.25,1.0,42,2,02 Esi- ja perusopetus
42Lappeenrannan kaupunkiKeski-Euroopan kieliä ja kulttuuria lukiossakin,6607.0,0.0,0.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8313.0,6000.0,2313.0,0.0,0.0,0.0,8313.0,0.0,47.00903840227159,ei,Lappeenrannan kaupunki,Keski-Euroopan kieliä ja kulttuuria lukiossakin,,,,,,,,,1.0,,,,,,0.1,0.3,0.1414213562373095,0.2,1.0,42,2,02 Esi- ja perusopetus
"42Raahen kaupunki, opetustoimi  Kulttuurit Kukkimaan",5352.0,964.0,20.0,345.0,1298.0,2079.0,0.0,0.0,0.0,0.0,0.0,10058.0,0.0,0.0,0.0,0.0,0.0,0.0,-10058.0,79.12208714477602,ei,"Raahen kaupunki, opetustoimi  ",Kulttuurit Kukkimaan,,,,,,2.0,,,,,,,,1.0,-0.4,0.0,,-0.13333333333333333,3.0,42,2,02 Esi- ja perusopetus
"42Lappeenrannan kaupunki, Lappeenrannan Lyseon lukioLappeenranta meets India",1461.0,0.0,0.0,0.0,6080.0,0.0,0.0,0.0,0.0,0.0,0.0,7541.0,0.0,1461.0,0.0,0.0,0.0,1461.0,-6080.0,47.094719025916525,ei,"Lappeenrannan kaupunki, Lappeenrannan Lyseon lukio",Lappeenranta meets India,,,,,,3.0,,,1.0,,,1.0,,1.0,-0.2,0.9,0.18131720278551544,0.053888888888888896,6.0,42,2,02 Esi- ja perusopetus
42Karstulan kuntaMonipuolista kielitaitoa maaseudun nuorille,3905.0,1319.0,0.0,360.0,227.0,916.0,0.0,0.0,0.0,0.0,0.0,6727.0,0.0,2727.0,0.0,0.0,0.0,2727.0,-4000.0,47.029804693850785,ei,Karstulan kunta,Monipuolista kielitaitoa maaseudun nuorille,,,,,,,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,42,2,02 Esi- ja perusopetus
42Juvan kuntaLEAF! - LEArning in Forests!,2251.0,0.0,0.0,2995.0,4683.0,81.0,0.0,0.0,0.0,0.0,0.0,10010.0,8000.0,1111.0,0.0,0.0,0.0,9111.0,-899.0,47.101810800871974,kyllae,Juvan kunta,LEAF! - LEArning in Forests!,,,,,,1.0,,,2.0,,,,,2.0,-0.1,0.0,0.0,-0.04,5.0,42,2,02 Esi- ja perusopetus
42Raaseporin kaupunkiMakana10,0.0,27.0,0.0,4524.0,16725.0,0.0,0.0,0.0,0.0,0.0,0.0,21276.0,0.0,13276.0,0.0,8000.0,0.0,21276.0,0.0,47.27200838842922,ei,Raaseporin kaupunki,Makana10,,,,,,,,,,,,1.0,,2.0,0.0,0.4,,0.13333333333333333,3.0,42,2,02 Esi- ja perusopetus
42Seinäjoen lukioKansainvälisyyspäivät Seinäjoella 1-2.11.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9941725083515,ei,Seinäjoen lukio,Kansainvälisyyspäivät Seinäjoella 1-2.11.,1.0,,,,,,,,,,,1.0,,,-0.7,-0.2,,-0.45,1.0,42,2,02 Esi- ja perusopetus
"42Suomen Luterilainen Evankeliumiyhdistys ry/ Karkun evankelinen opistoKARATE-hanke (KArkku, RAudaskylä, iTä-hämE)",11933.0,1475.0,0.0,150.0,133.0,64.0,0.0,0.0,0.0,0.0,0.0,13755.0,0.0,2000.0,0.0,8000.0,0.0,10000.0,-3755.0,46.98064268423027,ei,Suomen Luterilainen Evankeliumiyhdistys ry/ Karkun evankelinen opisto,"KARATE-hanke (KArkku, RAudaskylä, iTä-hämE)",,,,,,,,,,,,3.0,,1.0,-0.4,0.3,0.17793317295817754,0.050892857142857136,4.0,42,2,02 Esi- ja perusopetus
42Tampereen kaupunki/Hatanpään lukioMaailma Haluun ja halu maailmalle,0.0,0.0,0.0,0.0,4946.0,368.0,0.0,0.0,0.0,0.0,0.0,5314.0,0.0,1314.0,0.0,0.0,0.0,1314.0,-4000.0,47.0727176376023,kyllae,Tampereen kaupunki/Hatanpään lukio,Maailma Haluun ja halu maailmalle,,,,,,,,,,,,1.0,,,0.0,0.0,,0.0,1.0,42,2,02 Esi- ja perusopetus
